date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:57:40	14696/14696	---M--	200	added ('OK')	image/svg+xml	etag:%22b3a4e9a-3968-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-10.svg	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-10.svg	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:42	15272/15272	---M--	200	added ('OK')	font/ttf	etag:%22b3a4e9b-3ba8-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-10.ttf	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-10.ttf	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:42	275730/275730	---M--	200	added ('OK')	application/javascript	etag:%22b3a4e6c-43512-578241e2d6300%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/semantic/semantic.min.js	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/semantic/semantic.min.js	(from http://gambolthemes.net/html-items/cursus_demo_f12/instructor_dashboard.html)
16:57:43	14488/14488	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b3a4e9e-3898-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-11.eot	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-11.eot	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:44	6632/6632	---M--	200	added ('OK')	font/woff2	etag:%22b3a4ea2-19e8-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-11.woff2	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-11.woff2	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:45	8048/8048	---M--	200	added ('OK')	font/woff	etag:%22b3a4ea1-1f70-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-11.woff	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-11.woff	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:48	14312/14312	---M--	200	added ('OK')	font/ttf	etag:%22b3a4ea0-37e8-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-11.ttf	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-11.ttf	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:48	13115/13115	---M--	200	added ('OK')	image/svg+xml	etag:%22b3a4e9f-333b-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-11.svg	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-11.svg	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:50	15952/15952	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b3a4ea3-3e50-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-12.eot	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-12.eot	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:51	7544/7544	---M--	200	added ('OK')	font/woff2	etag:%22b3a4ea7-1d78-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-12.woff2	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-12.woff2	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:53	8960/8960	---M--	200	added ('OK')	font/woff	etag:%22b3a4ea6-2300-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-12.woff	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-12.woff	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:54	15776/15776	---M--	200	added ('OK')	font/ttf	etag:%22b3a4ea5-3da0-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-12.ttf	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-12.ttf	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:55	14948/14948	---M--	200	added ('OK')	image/svg+xml	etag:%22b3a4ea4-3a64-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-12.svg	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-12.svg	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:56	14696/14696	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b3a4ea8-3968-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-13.eot	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-13.eot	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:56	6740/6740	---M--	200	added ('OK')	font/woff2	etag:%22b3a4eac-1a54-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-13.woff2	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-13.woff2	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:57	8124/8124	---M--	200	added ('OK')	font/woff	etag:%22b3a4eab-1fbc-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-13.woff	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-13.woff	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:58	14520/14520	---M--	200	added ('OK')	font/ttf	etag:%22b3a4eaa-38b8-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-13.ttf	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-13.ttf	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:57:59	14032/14032	---M--	200	added ('OK')	image/svg+xml	etag:%22b3a4ea9-36d0-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-13.svg	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-13.svg	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:01	15852/15852	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b3a4ead-3dec-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-14.eot	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-14.eot	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:01	7132/7132	---M--	200	added ('OK')	font/woff2	etag:%22b3a4eb1-1bdc-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-14.woff2	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-14.woff2	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:02	8556/8556	---M--	200	added ('OK')	font/woff	etag:%22b3a4eb0-216c-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-14.woff	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-14.woff	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:03	15676/15676	---M--	200	added ('OK')	font/ttf	etag:%22b3a4eaf-3d3c-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-14.ttf	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-14.ttf	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:05	15967/15967	---M--	200	added ('OK')	image/svg+xml	etag:%22b3a4eae-3e5f-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-14.svg	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-14.svg	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:06	14580/14580	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b3a4eb2-38f4-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-15.eot	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-15.eot	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:07	7048/7048	---M--	200	added ('OK')	font/woff2	etag:%22b3a4eb6-1b88-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-15.woff2	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-15.woff2	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:07	8480/8480	---M--	200	added ('OK')	font/woff	etag:%22b3a4eb5-2120-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-15.woff	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-15.woff	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:08	14404/14404	---M--	200	added ('OK')	font/ttf	etag:%22b3a4eb4-3844-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-15.ttf	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-15.ttf	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:10	14721/14721	---M--	200	added ('OK')	image/svg+xml	etag:%22b3a4eb3-3981-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-15.svg	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-15.svg	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:11	18624/18624	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b3a4eb7-48c0-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-16.eot	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-16.eot	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:12	7544/7544	---M--	200	added ('OK')	font/woff2	etag:%22b3a4ebb-1d78-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-16.woff2	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-16.woff2	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:12	9296/9296	---M--	200	added ('OK')	font/woff	etag:%22b3a4eba-2450-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-16.woff	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-16.woff	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:14	18448/18448	---M--	200	added ('OK')	font/ttf	etag:%22b3a4eb9-4810-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-16.ttf	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-16.ttf	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:14	19846/19846	---M--	200	added ('OK')	image/svg+xml	etag:%22b3a4eb8-4d86-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-16.svg	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-16.svg	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:16	17540/17540	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b3a4ebc-4484-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-17.eot	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-17.eot	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:18	9724/9724	---M--	200	added ('OK')	font/woff	etag:%22b3a4ebf-25fc-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-17.woff	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-17.woff	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:18	8108/8108	---M--	200	added ('OK')	font/woff2	etag:%22b3a4ec0-1fac-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-17.woff2	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-17.woff2	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:20	17364/17364	---M--	200	added ('OK')	font/ttf	etag:%22b3a4ebe-43d4-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-17.ttf	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-17.ttf	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:20	18355/18355	---M--	200	added ('OK')	image/svg+xml	etag:%22b3a4ebd-47b3-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-17.svg	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-17.svg	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:22	16244/16244	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b3a4ec1-3f74-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-18.eot	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-18.eot	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:23	8500/8500	---M--	200	added ('OK')	font/woff2	etag:%22b3a4ec5-2134-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-18.woff2	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-18.woff2	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:24	10016/10016	---M--	200	added ('OK')	font/woff	etag:%22b3a4ec4-2720-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-18.woff	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-18.woff	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:25	16068/16068	---M--	200	added ('OK')	font/ttf	etag:%22b3a4ec3-3ec4-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-18.ttf	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-18.ttf	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:26	18223/18223	---M--	200	added ('OK')	image/svg+xml	etag:%22b3a4ec2-472f-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-18.svg	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-18.svg	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:27	14188/14188	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b3a4ec6-376c-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-19.eot	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-19.eot	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:28	6736/6736	---M--	200	added ('OK')	font/woff2	etag:%22b3a4eca-1a50-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-19.woff2	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-19.woff2	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:29	8128/8128	---M--	200	added ('OK')	font/woff	etag:%22b3a4ec9-1fc0-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-19.woff	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-19.woff	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:30	14012/14012	---M--	200	added ('OK')	font/ttf	etag:%22b3a4ec8-36bc-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-19.ttf	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-19.ttf	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:31	12755/12755	---M--	200	added ('OK')	image/svg+xml	etag:%22b3a4ec7-31d3-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-19.svg	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-19.svg	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:32	13296/13296	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b3a4ecb-33f0-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-2.eot	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-2.eot	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:34	5272/5272	---M--	200	added ('OK')	font/woff2	etag:%22b3a4ecf-1498-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-2.woff2	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-2.woff2	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:34	6400/6400	---M--	200	added ('OK')	font/woff	etag:%22b3a4ece-1900-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-2.woff	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-2.woff	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:35	13124/13124	---M--	200	added ('OK')	font/ttf	etag:%22b3a4ecd-3344-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-2.ttf	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-2.ttf	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:36	10729/10729	---M--	200	added ('OK')	image/svg+xml	etag:%22b3a4ecc-29e9-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-2.svg	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-2.svg	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:38	19084/19084	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b3a4ed0-4a8c-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-20.eot	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-20.eot	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:39	8920/8920	---M--	200	added ('OK')	font/woff2	etag:%22b3a4ed4-22d8-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-20.woff2	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-20.woff2	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:40	10556/10556	---M--	200	added ('OK')	font/woff	etag:%22b3a4ed3-293c-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-20.woff	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-20.woff	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:41	18908/18908	---M--	200	added ('OK')	font/ttf	etag:%22b3a4ed2-49dc-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-20.ttf	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-20.ttf	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:42	20291/20291	---M--	200	added ('OK')	image/svg+xml	etag:%22b3a4ed1-4f43-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-20.svg	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-20.svg	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:44	16356/16356	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b3a4ed5-3fe4-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-21.eot	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-21.eot	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:44	7820/7820	---M--	200	added ('OK')	font/woff2	etag:%22b3a4ed9-1e8c-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-21.woff2	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-21.woff2	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:46	9380/9380	---M--	200	added ('OK')	font/woff	etag:%22b3a4ed8-24a4-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-21.woff	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-21.woff	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:47	16180/16180	---M--	200	added ('OK')	font/ttf	etag:%22b3a4ed7-3f34-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-21.ttf	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-21.ttf	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
16:58:48	17744/17744	---M--	200	added ('OK')	image/svg+xml	etag:%22b3a4ed6-4550-5952143f2d380%22	http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-21.svg	Downloads/web1/gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/fonts/unicons-21.svg	(from http://gambolthemes.net/html-items/cursus_demo_f12/vendor/unicons-2.0.1/css/unicons.css)
